Area,year,houseSales,meanHousePrice,MedianHousePrice,population,meanAnnualSalary,MedianAnnualSalary,weeklyRent,nominalHousePrice,realHousePrice,trendInRealHouse,realAWE,CPIH,CPI,OOH
Waltham Forest,2003,5008,178958,172000,94000,20100,16800,68,,,,,,,
Waltham Forest,2004,4821,195125,187500,111000,20800,16600,70,,,,,,,
Waltham Forest,2005,4356,205386,198000,114000,22000,17700,72,,,,,,,
Waltham Forest,2006,5064,218586,215000,115000,23100,17900,71,,,,,,,
Waltham Forest,2007,4893,245515,239000,121000,23200,18200,79,,,,,,,
Waltham Forest,2008,2446,238156,231000,120000,24000,19000,78,,,,,,,
Waltham Forest,2009,1994,220077,211500,119000,24800,20600,80,,,,,,,
Waltham Forest,2010,2267,236576,230000,129000,24400,19700,81,,,,,,,
Waltham Forest,2011,2329,240234,232000,123000,25300,20300,87,,,,,,,
Waltham Forest,2012,2339,251671,241500,121000,26200,21400,92,,,,,,,
Waltham Forest,2013,2875,281255,265000,124000,27000,21900,105,,,,,,,
Waltham Forest,2014,3470,334326,320000,128000,28200,22700,101,,,,,,,
Waltham Forest,2015,3395,384365,372000,135000,29400,23900,105,,,,,,,
Waltham Forest,2016,3010,431878,422000,135000,30300,24500,105,,,,,,,
Waltham Forest,2017,2711,459922,445000,138000,31900,25500,105,,,,,,,
Waltham Forest,2018,,,,134000,33700,26800,105,,,,,,,
Waltham Forest,2019,,,,139000,34900,27700,103,,,,,,,
Waltham Forest,2020,,,,133000,37100,28900,105,,,,,,,
Waltham Forest,2021,,,,140000,40100,30900,106,,,,,,,
Waltham Forest,2022,,,,,,,110,,,,,,,
Waltham Forest,2023,,,,,,,,,,,,,,
Wandsworth,1975,,,,,,,,,,,,,,
Wandsworth,1976,,,,,,,,,,,,,,
Wandsworth,1977,,,,,,,,,,,,,,
Wandsworth,1978,,,,,,,,,,,,,,
Wandsworth,1979,,,,,,,,,,,,,,
Wandsworth,1980,,,,,,,,,,,,,,
Wandsworth,1981,,,,,,,,,,,,,,
Wandsworth,1982,,,,,,,,,,,,,,
Wandsworth,1983,,,,,,,,,,,,,,
Wandsworth,1984,,,,,,,,,,,,,,
Wandsworth,1985,,,,,,,,,,,,,,
Wandsworth,1986,,,,,,,,,,,,,,
Wandsworth,1987,,,,,,,,,,,,,,
Wandsworth,1988,,,,,,,,,,,,,,
Wandsworth,1989,,,,,,,,,,,,,,
Wandsworth,1990,,,,,,,,,,,,,,
Wandsworth,1991,,,,,,,,,,,,,,
Wandsworth,1992,,,,,,,,,,,,,,
Wandsworth,1993,,,,,,,,,,,,,,
Wandsworth,1994,,,,,,,,,,,,,,
Wandsworth,1995,5699,110955,85500,,,,,,,,,,,
Wandsworth,1996,7265,120488,94000,,,,,,,,,,,
Wandsworth,1997,8485,137915,108000,,,,,,,,,,,
Wandsworth,1998,7658,156645,125000,,,,,,,,,,,
Wandsworth,1999,9592,192372,155000,144000,29300,18100,66,,,,,,,
Wandsworth,2000,7628,233777,182000,144000,36300,21000,67,,,,,,,
Wandsworth,2001,8208,252378,204000,143000,36000,21700,70,,,,,,,
Wandsworth,2002,8658,285773,235000,143000,35700,22000,72,,,,,,,
Wandsworth,2003,7245,299813,242500,134000,37800,22600,77,,,,,,,
Wandsworth,2004,8511,335011,260000,154000,38200,22000,82,,,,,,,
Wandsworth,2005,7435,349202,277500,155000,44100,24500,87,,,,,,,
Wandsworth,2006,9445,395120,312000,162000,45400,25300,95,,,,,,,
Wandsworth,2007,8506,455751,355000,167000,49500,26100,100,,,,,,,
Wandsworth,2008,3997,444944,350000,160000,50000,28000,105,,,,,,,
Wandsworth,2009,4424,459109,350000,157000,52800,29200,108,,,,,,,
Wandsworth,2010,5329,493683,380000,159000,50700,29000,105,,,,,,,
Wandsworth,2011,5274,508691,390000,161000,53400,29400,112,,,,,,,
Wandsworth,2012,5296,532430,415750,155000,54700,31000,121,,,,,,,
Wandsworth,2013,6257,584510,465000,164000,59900,31900,131,,,,,,,
Wandsworth,2014,5934,681731,532250,168000,59200,32900,126,,,,,,,
Wandsworth,2015,5882,687589,560000,171000,63600,34200,128,,,,,,,
Wandsworth,2016,5531,775484,644000,169000,64900,35000,129,,,,,,,
Wandsworth,2017,4959,818443,654000,171000,67900,34500,128,,,,,,,
Wandsworth,2018,,,,168000,70400,37100,126,,,,,,,
Wandsworth,2019,,,,172000,72400,38900,125,,,,,,,
Wandsworth,2020,,,,168000,75300,39000,128,,,,,,,
Wandsworth,2021,,,,182000,79700,40200,130,,,,,,,
Wandsworth,2022,,,,,,,130,,,,,,,
Wandsworth,2023,,,,,,,,,,,,,,
Westminster,1975,,,,,,,,,,,,,,
Westminster,1976,,,,,,,,,,,,,,
Westminster,1977,,,,,,,,,,,,,,
Westminster,1978,,,,,,,,,,,,,,
Westminster,1979,,,,,,,,,,,,,,
Westminster,1980,,,,,,,,,,,,,,
Westminster,1981,,,,,,,,,,,,,,
Westminster,1982,,,,,,,,,,,,,,
Westminster,1983,,,,,,,,,,,,,,
Westminster,1984,,,,,,,,,,,,,,
Westminster,1985,,,,,,,,,,,,,,
Westminster,1986,,,,,,,,,,,,,,
Westminster,1987,,,,,,,,,,,,,,
Westminster,1988,,,,,,,,,,,,,,
Westminster,1989,,,,,,,,,,,,,,
Westminster,1990,,,,,,,,,,,,,,
Westminster,1991,,,,,,,,,,,,,,
Westminster,1992,,,,,,,,,,,,,,
Westminster,1993,,,,,,,,,,,,,,
Westminster,1994,,,,,,,,,,,,,,
Westminster,1995,4038,183338,127550,,,,,,,,,,,
Westminster,1996,4830,190417,133000,,,,,,,,,,,
Westminster,1997,6539,228494,160950,,,,,,,,,,,
Westminster,1998,5524,282269,177000,,,,,,,,,,,
Westminster,1999,6783,307029,220000,96000,46400,17300,74,,,,,,,
Westminster,2000,6364,374658,250000,113000,49100,23000,76,,,,,,,
Westminster,2001,5891,410251,280000,95000,55600,21900,78,,,,,,,
Westminster,2002,6414,440783,319475,88000,56600,22800,81,,,,,,,
Westminster,2003,5217,457656,325000,85000,57500,23500,82,,,,,,,
Westminster,2004,5226,498794,345445,105000,56500,23100,84,,,,,,,
Westminster,2005,4984,545120,375000,105000,68100,27100,87,,,,,,,
Westminster,2006,6354,589613,410000,108000,73600,27000,90,,,,,,,
Westminster,2007,5440,693083,475000,111000,82600,29200,94,,,,,,,
Westminster,2008,2801,781173,495000,111000,90000,30000,94,,,,,,,
Westminster,2009,2900,742745,499999,103000,93500,31900,97,,,,,,,
Westminster,2010,3603,823306,580000,107000,83400,31400,98,,,,,,,
Westminster,2011,3297,958412,600000,104000,88200,32400,106,,,,,,,
Westminster,2012,3237,1147250,635000,99000,92200,35200,111,,,,,,,
Westminster,2013,3635,1299376,725000,100000,107000,36400,118,,,,,,,
Westminster,2014,3536,1464109,875000,102000,104000,35100,122,,,,,,,
Westminster,2015,2869,1361091,890000,105000,109000,37800,126,,,,,,,
Westminster,2016,2772,1579839,1024500,106000,107000,36100,132,,,,,,,
Westminster,2017,2455,1718124,1025000,98000,124000,39700,130,,,,,,,
Westminster,2018,,,,102000,120000,39200,127,,,,,,,
Westminster,2019,,,,98000,118000,39900,121,,,,,,,
Westminster,2020,,,,100000,123000,42100,125,,,,,,,
Westminster,2021,,,,102000,133000,41200,127,,,,,,,
Westminster,2022,,,,,,,132,,,,,,,
Westminster,2023,,,,,,,,,,,,,,
North East,1975,,,,,,,,,,,,,,
North East,1976,,,,,,,,,,,,,,
North East,1977,,,,,,,,,,,,,,
North East,1978,,,,,,,,,,,,,,
North East,1979,,,,,,,,,,,,,,
North East,1980,,,,,,,,,,,,,,
North East,1981,,,,,,,,,,,,,,
North East,1982,,,,,,,,,,,,,,
North East,1983,,,,,,,,,,,,,,
North East,1984,,,,,,,,,,,,,,
North East,1985,,,,,,,,,,,,,,
North East,1986,,,,,,,,,,,,,,
North East,1987,,,,,,,,,,,,,,
North East,1988,,,,,,,,,,,,,,
North East,1989,,,,,,,,,,,,,,
North East,1990,,,,,,,,,,,,,,
North East,1991,,,,,,,,,,,,,,
North East,1992,,,,,,,,,,,,,,
North East,1993,,,,,,,,,,,,,,
North East,1994,,,,,,,,,,,,,,
North East,1995,32812,48970,42250,,,,,,,,,,,
North East,1996,37922,50870,44500,,,,,,,,,,,
North East,1997,41244,53908,46995,,,,,,,,,,,
North East,1998,41946,55801,48000,,,,,,,,,,,
North East,1999,44496,59292,50473,1090000,16300,12900,37,,,,,,,
North East,2000,47123,61707,52000,1160000,16600,13200,39,,,,,,,
North East,2001,53247,66108,55000,1180000,17500,14200,40,,,,,,,
North East,2002,59880,76205,60000,1190000,17900,14400,42,,,,,,,
North East,2003,61847,94299,77500,1170000,18500,14800,42,,,,,,,
North East,2004,60123,115307,95000,1260000,19100,15000,43,,,,,,,
North East,2005,50299,125999,108000,1250000,20200,15500,46,,,,,,,
North East,2006,60651,136163,119000,1330000,21000,16300,48,,,,,,,
North East,2007,61711,142069,122000,1320000,22100,17100,51,,,,,,,
North East,2008,30523,141506,120000,1200000,23000,18000,53,,,,,,,
North East,2009,24408,139768,120000,1190000,23900,18400,55,,,,,,,
North East,2010,25729,143850,122000,1190000,22900,18000,56,,,,,,,
North East,2011,26821,136736,117495,1170000,24300,19100,59,,,,,,,
North East,2012,26100,139034,120000,1160000,25000,19700,69,,,,,,,
North East,2013,30018,141292,122500,1150000,26000,20400,69,,,,,,,
North East,2014,35333,148461,125125,1120000,26600,20800,74,,,,,,,
North East,2015,36113,153507,132500,1150000,27600,21500,76,,,,,,,
North East,2016,37038,156632,134950,1140000,27600,22100,75,,,,,,,
North East,2017,38157,159970,135000,1120000,28500,22600,74,,,,,,,
North East,2018,,,,1160000,28800,22900,74,,,,,,,
North East,2019,,,,1140000,30000,23800,73,,,,,,,
North East,2020,,,,1170000,30600,24300,75,,,,,,,
North East,2021,,,,1230000,31500,24900,77,,,,,,,
North East,2022,,,,,,,,,,,,,,
North East,2023,,,,,,,,,,,,,,
North West,1975,,,,,,,,,,,,,,
North West,1976,,,,,,,,,,,,,,
North West,1977,,,,,,,,,,,,,,
North West,1978,,,,,,,,,,,,,,
North West,1979,,,,,,,,,,,,,,
North West,1980,,,,,,,,,,,,,,
North West,1981,,,,,,,,,,,,,,
North West,1982,,,,,,,,,,,,,,
North West,1983,,,,,,,,,,,,,,
North West,1984,,,,,,,,,,,,,,
North West,1985,,,,,,,,,,,,,,
North West,1986,,,,,,,,,,,,,,
North West,1987,,,,,,,,,,,,,,
North West,1988,,,,,,,,,,,,,,
North West,1989,,,,,,,,,,,,,,
North West,1990,,,,,,,,,,,,,,
North West,1991,,,,,,,,,,,,,,
North West,1992,,,,,,,,,,,,,,
North West,1993,,,,,,,,,,,,,,
North West,1994,,,,,,,,,,,,,,
North West,1995,94372,52590,45000,,,,,,,,,,,
North West,1996,107586,54395,46250,,,,,,,,,,,
North West,1997,120214,58286,49000,,,,,,,,,,,
North West,1998,119459,60745,50000,,,,,,,,,,,
North West,1999,132012,65496,53500,3080000,17500,13500,41,,,,,,,
North West,2000,136165,69803,56500,3220000,18000,13900,42,,,,,,,
North West,2001,147093,76908,60000,3190000,18800,14600,44,,,,,,,
North West,2002,169856,88315,70000,3210000,19300,14900,46,,,,,,,
North West,2003,170971,104548,85000,3160000,19500,14900,47,,,,,,,
North West,2004,168970,126472,107500,3310000,20500,15500,47,,,,,,,
North West,2005,134950,138266,119000,3360000,21700,16100,49,,,,,,,
North West,2006,164386,150243,127500,3450000,22300,16600,51,,,,,,,
North West,2007,160537,159618,134950,3490000,23300,17400,54,,,,,,,
North West,2008,79959,156614,129559,3400000,24000,18000,56,,,,,,,
North West,2009,67543,154472,130000,3300000,24900,18500,57,,,,,,,
North West,2010,71079,159524,130000,3340000,24200,18400,59,,,,,,,
North West,2011,71466,154790,127000,3260000,25400,19200,63,,,,,,,
North West,2012,69774,155770,130000,3260000,26000,19700,69,,,,,,,
North West,2013,84413,159018,132000,3220000,27300,20600,72,,,,,,,
North West,2014,101351,166132,138500,3230000,28000,21100,74,,,,,,,
North West,2015,106321,173132,145000,3260000,29300,21900,76,,,,,,,
North West,2016,111809,180124,150000,3280000,29400,22300,75,,,,,,,
North West,2017,111847,188752,156000,3260000,30300,23100,75,,,,,,,
North West,2018,,,,3330000,30900,23700,75,,,,,,,
North West,2019,,,,3310000,32100,24600,75,,,,,,,
North West,2020,,,,3340000,32600,25000,76,,,,,,,
North West,2021,,,,3490000,34000,25700,78,,,,,,,
North West,2022,,,,,,,81,,,,,,,
North West,2023,,,,,,,,,,,,,,
London,1975,,,,,,,,,,,,,,
London,1976,,,,,,,,,,,,,,
London,1977,,,,,,,,,,,,,,
London,1978,,,,,,,,,,,,,,
London,1979,,,,,,,,,,,,,,
London,1980,,,,,,,,,,,,,,
London,1981,,,,,,,,,,,,,,
London,1982,,,,,,,,,,,,,,
London,1983,,,,,,,,,,,,,,
London,1984,,,,,,,,,,,,,,
London,1985,,,,,,,,,,,,,,
London,1986,,,,,,,,,,,,,,
London,1987,,,,,,,,,,,,,,
London,1988,,,,,,,,,,,,,,
London,1989,,,,,,,,,,,,,,
London,1990,,,,,,,,,,,,,,
London,1991,,,,,,,,,,,,,,
London,1992,,,,,,,,,,,,,,
London,1993,,,,,,,,,,,,,,
London,1994,,,,,,,,,,,,,,
London,1995,108757,97628,72750,,,,,,,,,,,
London,1996,135286,105337,77000,,,,,,,,,,,
London,1997,157459,119761,86000,,,,,,,,,,,
London,1998,148649,135009,96500,,,,,,,,,,,
London,1999,171994,158324,118000,3290000,25100,16600,58,,,,,,,
London,2000,152150,188703,138000,3610000,27100,17600,60,,,,,,,
London,2001,165467,204829,155000,3390000,28800,18500,62,,,,,,,
London,2002,176885,233259,180000,3420000,28500,18800,65,,,,,,,
London,2003,156153,250629,200000,3330000,29100,19100,65,,,,,,,
London,2004,166007,274021,220000,3740000,29900,19000,67,,,,,,,
London,2005,138629,290202,230000,3790000,32800,20300,70,,,,,,,
London,2006,173486,315956,245000,3890000,34700,20800,73,,,,,,,
London,2007,167567,352750,262500,4030000,37400,21800,77,,,,,,,
London,2008,82208,361738,258000,4000000,38000,22000,80,,,,,,,
London,2009,76156,362673,250000,3840000,39800,23400,82,,,,,,,
London,2010,92769,408107,287500,3930000,37700,23300,84,,,,,,,
London,2011,90722,421278,292500,3950000,39100,23800,89,,,,,,,
London,2012,94308,437523,300000,3930000,39900,24600,97,,,,,,,
London,2013,111209,473780,323000,3950000,43300,25600,102,,,,,,,
London,2014,118475,525204,365000,4010000,44000,26400,105,,,,,,,
London,2015,113144,545352,400000,4130000,46700,27200,108,,,,,,,
London,2016,103019,586093,442000,4210000,46900,27900,108,,,,,,,
London,2017,90755,620074,465000,4180000,49000,28800,106,,,,,,,
London,2018,,,,4260000,50100,29600,106,,,,,,,
London,2019,,,,4240000,51800,30700,105,,,,,,,
London,2020,,,,4180000,54200,31500,108,,,,,,,
London,2021,,,,4310000,58300,32900,110,,,,,,,
London,2022,,,,,,,114,,,,,,,
London,2023,,,,,,,,,,,,,,
South East,1975,,,,,,,,,,,,,,
South East,1976,,,,,,,,,,,,,,
South East,1977,,,,,,,,,,,,,,
South East,1978,,,,,,,,,,,,,,
South East,1979,,,,,,,,,,,,,,
South East,1980,,,,,,,,,,,,,,
South East,1981,,,,,,,,,,,,,,
South East,1982,,,,,,,,,,,,,,
South East,1983,,,,,,,,,,,,,,
South East,1984,,,,,,,,,,,,,,
South East,1985,,,,,,,,,,,,,,
South East,1986,,,,,,,,,,,,,,
South East,1987,,,,,,,,,,,,,,
South East,1988,,,,,,,,,,,,,,
South East,1989,,,,,,,,,,,,,,
South East,1990,,,,,,,,,,,,,,
South East,1991,,,,,,,,,,,,,,
South East,1992,,,,,,,,,,,,,,
South East,1993,,,,,,,,,,,,,,
South East,1994,,,,,,,,,,,,,,
South East,1995,142548,82309,65000,,,,,,,,,,,
South East,1996,177652,86110,68500,,,,,,,,,,,
South East,1997,202416,94318,74500,,,,,,,,,,,
South East,1998,188723,106179,83000,,,,,,,,,,,
South East,1999,216436,119748,92500,3990000,22700,15700,51,,,,,,,
South East,2000,189977,140957,112000,4340000,23800,16500,52,,,,,,,
South East,2001,211287,156452,126000,4240000,25000,17200,54,,,,,,,
South East,2002,225685,181320,148000,4140000,25100,17400,56,,,,,,,
South East,2003,198760,203045,169500,3990000,25600,17800,58,,,,,,,
South East,2004,208738,222446,185000,4330000,26400,18300,59,,,,,,,
South East,2005,175527,231476,192000,4500000,28100,19000,62,,,,,,,
South East,2006,224895,246776,202000,4580000,29500,19600,64,,,,,,,
South East,2007,215185,267566,219950,4660000,30900,20400,68,,,,,,,
South East,2008,110011,267494,215000,4500000,31000,21000,71,,,,,,,
South East,2009,117199,253991,203000,4430000,32600,21600,73,,,,,,,
South East,2010,121540,284693,229000,4570000,31200,21300,74,,,,,,,
South East,2011,120157,280150,223000,4490000,32900,22300,79,,,,,,,
South East,2012,122778,284558,229000,4500000,33700,23100,85,,,,,,,
South East,2013,144697,292367,235000,4480000,35700,23900,88,,,,,,,
South East,2014,166660,311819,249950,4520000,36200,24400,92,,,,,,,
South East,2015,163236,331847,273500,4610000,37900,25200,94,,,,,,,
South East,2016,157696,354874,295500,4640000,38000,25800,94,,,,,,,
South East,2017,148025,374182,315000,4630000,39200,26700,93,,,,,,,
South East,2018,,,,4650000,39900,27100,92,,,,,,,
South East,2019,,,,4640000,41400,28200,92,,,,,,,
South East,2020,,,,4670000,42000,28600,95,,,,,,,
South East,2021,,,,4830000,44700,29700,96,,,,,,,
South East,2022,,,,,,,,,,,,,,
South East,2023,,,,,,,,,,,,,,
South West,1975,,,,,,,,,,,,,,
South West,1976,,,,,,,,,,,,,,
South West,1977,,,,,,,,,,,,,,
South West,1978,,,,,,,,,,,,,,
South West,1979,,,,,,,,,,,,,,
South West,1980,,,,,,,,,,,,,,
South West,1981,,,,,,,,,,,,,,
South West,1982,,,,,,,,,,,,,,
South West,1983,,,,,,,,,,,,,,
South West,1984,,,,,,,,,,,,,,
South West,1985,,,,,,,,,,,,,,
South West,1986,,,,,,,,,,,,,,
South West,1987,,,,,,,,,,,,,,
South West,1988,,,,,,,,,,,,,,
South West,1989,,,,,,,,,,,,,,
South West,1990,,,,,,,,,,,,,,
South West,1991,,,,,,,,,,,,,,
South West,1992,,,,,,,,,,,,,,
South West,1993,,,,,,,,,,,,,,
South West,1994,,,,,,,,,,,,,,
South West,1995,83057,65817,55000,,,,,,,,,,,
South West,1996,106721,68242,57250,,,,,,,,,,,
South West,1997,123152,74458,60000,,,,,,,,,,,
South West,1998,117949,80792,66500,,,,,,,,,,,
South West,1999,136522,90425,74000,2410000,18200,13800,44,,,,,,,
South West,2000,121897,105025,85000,2590000,18500,14300,45,,,,,,,
South West,2001,134379,118879,96250,2550000,19500,14900,47,,,,,,,
South West,2002,139505,144182,123000,2570000,19800,15200,48,,,,,,,
South West,2003,125541,168759,144950,2500000,20300,15600,49,,,,,,,
South West,2004,125970,190643,164500,2620000,20900,15900,50,,,,,,,
South West,2005,108456,198119,169950,2710000,22200,16500,52,,,,,,,
South West,2006,140778,209580,178000,2760000,23200,17200,54,,,,,,,
South West,2007,130592,228149,190000,2860000,24300,18000,57,,,,,,,
South West,2008,68138,222073,185000,2700000,25000,19000,59,,,,,,,
South West,2009,75608,210709,175000,2690000,25700,19000,61,,,,,,,
South West,2010,76360,228632,190000,2760000,24900,18800,63,,,,,,,
South West,2011,74548,223870,185000,2700000,26100,19600,67,,,,,,,
South West,2012,76058,224870,187500,2670000,27000,20300,73,,,,,,,
South West,2013,89762,228147,190000,2670000,28400,21200,76,,,,,,,
South West,2014,105191,240062,200000,2720000,28800,21600,79,,,,,,,
South West,2015,105560,252917,216000,2720000,30400,22400,82,,,,,,,
South West,2016,107297,265893,229950,2720000,30200,22700,81,,,,,,,
South West,2017,102292,281792,242500,2740000,31300,23700,80,,,,,,,
South West,2018,,,,2740000,32100,24400,80,,,,,,,
South West,2019,,,,2740000,33200,25300,79,,,,,,,
South West,2020,,,,2790000,33700,25500,81,,,,,,,
South West,2021,,,,2900000,35300,26400,83,,,,,,,
South West,2022,,,,,,,,,,,,,,
South West,2023,,,,,,,,,,,,,,
England,1975,,,,,,,,,,,,,,
England,1976,,,,,,,,,,,,,,
England,1977,,,,,,,,,,,,,,
England,1978,,,,,,,,,,,,,,
England,1979,,,,,,,,,,,,,,
England,1980,,,,,,,,,,,,,,
England,1981,,,,,,,,,,,,,,
England,1982,,,,,,,,,,,,,,
England,1983,,,,,,,,,,,,,,
England,1984,,,,,,,,,,,,,,
England,1985,,,,,,,,,,,,,,
England,1986,,,,,,,,,,,,,,
England,1987,,,,,,,,,,,,,,
England,1988,,,,,,,,,,,,,,
England,1989,,,,,,,,,,,,,,
England,1990,,,,,,,,,,,,,,
England,1991,,,,,,,,,,,,,,
England,1992,,,,,,,,,,,,,,
England,1993,,,,,,,,,,,,,,
England,1994,,,,,,,,,,,,,,
England,1995,762310,68670,55000,,,,,,,,,,,
England,1996,922593,72336,57500,,,,,,,,,,,
England,1997,1045364,79523,60000,,,,,,,,,,,
England,1998,1004185,86601,66000,,,,,,,,,,,
England,1999,1144212,97415,74000,22900000,20000,14500,44,,,,,,,
England,2000,1073742,109419,81995,24700000,20800,15000,46,,,,,,,
England,2001,1183915,121082,92000,24200000,21800,15700,48,,,,,,,
England,2002,1282267,140578,114000,24300000,22100,16000,50,,,,,,,
England,2003,1190802,158460,132000,23800000,22400,16200,51,,,,,,,
England,2004,1210603,180678,151000,25400000,23300,16600,53,,,,,,,
England,2005,1012545,191471,159950,26000000,24900,17400,55,,,,,,,
England,2006,1012545,191471,159950,26000000,24900,17400,55,,,,,,,
England,2007,1213683,222011,178000,27100000,27400,18700,62,,,,,,,
England,2008,618374,219924,173500,26000000,28000,19000,64,,,,,,,
England,2009,596026,216268,170000,25500000,29100,19800,66,,,,,,,
England,2010,631941,239906,185000,26100000,28000,19700,68,,,,,,,
England,2011,629560,236553,180000,25700000,29400,20500,74,,,,,,,
England,2012,637071,242254,183000,25500000,30100,21200,79,,,,,,,
England,2013,754335,251621,188000,25400000,31900,22100,83,,,,,,,
England,2014,875601,265561,198000,25700000,32500,22600,86,,,,,,,
England,2015,872908,277277,212500,26100000,34200,23400,88,,,,,,,
England,2016,873957,288512,224950,26300000,34300,23900,87,,,,,,,
England,2017,837501,299037,234000,26200000,35500,24700,87,,,,,,,
England,2018,,,,2660000,36200,25300,86,,,,,,,
England,2019,,,,2640000,37500,26300,86,,,,,,,
England,2020,,,,26600000,38200,26600,88,,,,,,,
England,2021,,,,27700000,40300,27500,90,,,,,,,
England,2022,,,,,,,,,,,,,,
England,2023,,,,,,,,,,,,,,
Wales,1975,,,,,,,,,,,,,,
Wales,1976,,,,,,,,,,,,,,
Wales,1977,,,,,,,,,,,,,,
Wales,1978,,,,,,,,,,,,,,
Wales,1979,,,,,,,,,,,,,,
Wales,1980,,,,,,,,,,,,,,
Wales,1981,,,,,,,,,,,,,,
Wales,1982,,,,,,,,,,,,,,
Wales,1983,,,,,,,,,,,,,,
Wales,1984,,,,,,,,,,,,,,
Wales,1985,,,,,,,,,,,,,,
Wales,1986,,,,,,,,,,,,,,
Wales,1987,,,,,,,,,,,,,,
Wales,1988,,,,,,,,,,,,,,
Wales,1989,,,,,,,,,,,,,,
Wales,1990,,,,,,,,,,,,,,
Wales,1991,,,,,,,,,,,,,,
Wales,1992,,,,,,,,,,,,,,
Wales,1993,,,,,,,,,,,,,,
Wales,1994,,,,,,,,,,,,,,
Wales,1995,41436,51688,45000,,,,,,,,,,,
Wales,1996,47493,55075,47950,,,,,,,,,,,
Wales,1997,44794,57738,49500,,,,,,,,,,,
Wales,1998,49042,62187,53000,1200000,16800,13400,,,,,,,,
Wales,1999,53901,67116,56500,1330000,16500,13100,,,,,,,,
Wales,2000,59700,73324,60000,1330000,17700,14400,,,,,,,,
Wales,2001,67244,86000,71000,1360000,17900,14400,,,,,,,,
Wales,2002,64708,104353,87973,1340000,18300,14600,,,,,,,,
Wales,2003,58431,129361,115000,1410000,19100,15000,,,,,,,,
Wales,2004,48033,142085,125000,1450000,20000,15500,,,,,,,,
Wales,2005,59974,152090,132500,1480000,20700,16100,,,,,,,,
Wales,2006,58111,161038,140000,1510000,21700,16900,,,,,,,,
Wales,2007,31352,155173,135000,1500000,22000,17000,,,,,,,,
Wales,2008,29026,151784,132000,1400000,23000,18000,,,,,,,,
Wales,2009,30822,154801,134973,1440000,22500,17900,,,,,,,,
Wales,2010,30555,152261,130000,1410000,23700,18800,,,,,,,,
Wales,2011,30554,152865,133000,1390000,24300,19400,,,,,,,,
Wales,2012,36250,154589,135000,1350000,25600,20300,,,,,,,,
Wales,2013,42192,160898,140000,1340000,26300,21000,,,,,,,,
Wales,2014,43440,165452,144950,1350000,27100,21400,,,,,,,,
Wales,2015,45501,171835,149000,1380000,27100,21700,,,,,,,,
Wales,2016,46828,176534,151000,1350000,28200,22500,,,,,,,,
Wales,2017,,,,1360000,28900,23200,,,,,,,,
Wales,2018,,,,1360000,30000,24100,,,,,,,,
Wales,2019,,,,1420000,30400,24400,,,,,,,,
Wales,2020,,,,1480000,31600,25200,,,,,,,,
Wales,2021,,,,,,,,,,,,,,
Wales,2022,,,,,,,,,,,,,,
Wales,2023,,,,,,,,,,,,,,
Scotland,1975,,,,,,,,,,,,,,
Scotland,1976,,,,,,,,,,,,,,
Scotland,1977,,,,,,,,,,,,,,
Scotland,1978,,,,,,,,,,,,,,
Scotland,1979,,,,,,,,,,,,,,
Scotland,1980,,,,,,,,,,,,,,
Scotland,1981,,,,,,,,,,,,,,
Scotland,1982,,,,,,,,,,,,,,
Scotland,1983,,,,,,,,,,,,,,
Scotland,1984,,,,,,,,,,,,,,
Scotland,1985,,,,,,,,,,,,,,
Scotland,1986,,,,,,,,,,,,,,
Scotland,1987,,,,,,,,,,,,,,
Scotland,1988,,,,,,,,,,,,,,
Scotland,1989,,,,,,,,,,,,,,
Scotland,1990,,,,,,,,,,,,,,
Scotland,1991,,,,,,,,,,,,,,
Scotland,1992,,,,,,,,,,,,,,
Scotland,1993,,,,,,,,,,,,,,
Scotland,1994,,,,,,,,,,,,,,
Scotland,1995,796177,67883,54950,,,,,,,,,,,
Scotland,1996,964029,71449,57000,,,,,,,,,,,
Scotland,1997,1092857,78460,60000,,,,,,,,,,,
Scotland,1998,1048979,85368,65000,,,,,,,,,,,
Scotland,1999,1193254,95967,72950,2270000,18000,13900,,,,,,,,
Scotland,2000,1127643,107397,80000,2490000,18200,14200,,,,,,,,
Scotland,2001,1243615,118789,90000,2450000,19500,15200,,,,,,,,
Scotland,2002,1349511,137858,110000,2490000,19500,15100,,,,,,,,
Scotland,2003,1255510,155672,130000,2470000,20000,15500,,,,,,,,
Scotland,2004,1269034,178315,150000,2570000,20900,16000,,,,,,,,
Scotland,2005,1060578,189235,157500,2650000,22200,16700,,,,,,,,
Scotland,2006,1325012,203383,166000,2700000,23500,17500,,,,,,,,
Scotland,2007,1271794,219225,175000,2780000,24600,18200,,,,,,,,
Scotland,2008,649726,216799,170000,2700000,25000,19000,,,,,,,,
Scotland,2009,625052,213274,168473,2630000,26000,19400,,,,,,,,
Scotland,2010,662763,235948,182000,2720000,25200,19200,,,,,,,,
Scotland,2011,660115,232652,176000,2640000,27000,20300,,,,,,,,
Scotland,2012,667625,238163,180000,2590000,27800,21100,,,,,,,,
Scotland,2013,790585,247172,185000,2590000,29100,21800,,,,,,,,
Scotland,2014,917793,260750,195000,2600000,29700,22100,,,,,,,,
Scotland,2015,916348,271976,208000,2600000,30700,23000,,,,,,,,
Scotland,2016,919458,282738,219950,2600000,30700,23400,,,,,,,,
Scotland,2017,884329,292550,227722,2550000,31500,24100,,,,,,,,
